level,lemma,pos,article,plural,gender,translation_pt,example_de,example_pt,topic,difficulty_note
B1,Bewerbung,noun,die,Bewerbungen,fem,candidatura (emprego),"Ich habe eine Bewerbung geschrieben.","Escrevi uma candidatura.",Arbeit,Sufixo -ung; de bewerben (candidatar-se)
B1,Zeugnis,noun,das,Zeugnisse,neutro,certificado/atestado,"Ich brauche ein Zeugnis vom Arzt.","Preciso de um atestado médico.",Arbeit,Plural com -e; contexto define se escolar ou médico
B1,Gehalt,noun,das,Gehälter,neutro,salário (mensal),"Das Gehalt ist nicht hoch genug.","O salário não é suficientemente alto.",Arbeit,Plural com Umlaut + -er; ≠ Lohn (salário por hora)
B1,Kündigung,noun,die,Kündigungen,fem,despedimento/rescisão,"Er hat eine Kündigung bekommen.","Ele recebeu uma carta de despedimento.",Arbeit,Sufixo -ung; de kündigen (despedir/cancelar)
B1,Beitrag,noun,der,Beiträge,masc,contribuição/artigo,"Sie hat einen wichtigen Beitrag geleistet.","Ela deu uma contribuição importante.",Gesellschaft,Plural com Umlaut + -e; múltiplos contextos
B1,Verantwortung,noun,die,Verantwortungen,fem,responsabilidade,"Er trägt viel Verantwortung.","Ele tem muita responsabilidade.",Gesellschaft,Sufixo -ung; de verantworten
B1,Möglichkeit,noun,die,Möglichkeiten,fem,possibilidade,"Es gibt viele Möglichkeiten.","Há muitas possibilidades.",Alltag,Sufixo -keit sempre feminino; de möglich
B1,Entscheidung,noun,die,Entscheidungen,fem,decisão,"Das ist eine schwierige Entscheidung.","Esta é uma decisão difícil.",Alltag,Sufixo -ung; de entscheiden
B1,Lösung,noun,die,Lösungen,fem,solução,"Wir suchen eine Lösung.","Estamos à procura de uma solução.",Alltag,Sufixo -ung; de lösen
B1,Vorteil,noun,der,Vorteile,masc,vantagem,"Das ist ein großer Vorteil.","Isso é uma grande vantagem.",Alltag,Composto: vor + Teil; ≠ Nachteil (desvantagem)
B1,Nachteil,noun,der,Nachteile,masc,desvantagem,"Das hat einen Nachteil.","Isso tem uma desvantagem.",Alltag,Composto: nach + Teil; ≠ Vorteil
B1,Unterschied,noun,der,Unterschiede,masc,diferença,"Was ist der Unterschied?","Qual é a diferença?",Alltag,Plural com -e; de unterscheiden
B1,Zusammenhang,noun,der,Zusammenhänge,masc,contexto/ligação,"Ich verstehe den Zusammenhang nicht.","Não percebo a ligação.",Alltag,Composto: zusammen + hängen
B1,Einfluss,noun,der,Einflüsse,masc,influência,"Das hat großen Einfluss auf mein Leben.","Isso tem grande influência na minha vida.",Gesellschaft,Plural com Umlaut + -e
B1,Gesellschaft,noun,die,Gesellschaften,fem,sociedade/companhia,"Die Gesellschaft verändert sich.","A sociedade está a mudar.",Gesellschaft,Plural com -en; múltiplos significados
B1,Umwelt,noun,die,,fem,meio ambiente,"Wir müssen die Umwelt schützen.","Temos de proteger o meio ambiente.",Umwelt,Sem plural; composto: um + Welt
B1,Energie,noun,die,Energien,fem,energia,"Wir brauchen erneuerbare Energie.","Precisamos de energia renovável.",Umwelt,Plural com -n; do grego energeia
B1,Klimawandel,noun,der,,masc,alterações climáticas,"Der Klimawandel ist ein globales Problem.","As alterações climáticas são um problema global.",Umwelt,Composto: Klima + Wandel; sem plural
B1,Nachhaltigkeit,noun,die,,fem,sustentabilidade,"Nachhaltigkeit ist sehr wichtig.","A sustentabilidade é muito importante.",Umwelt,Sem plural; sufixo -keit feminino
B1,Abfall,noun,der,Abfälle,masc,lixo/resíduo,"Bitte Abfall trennen!","Por favor separe o lixo!",Umwelt,Plural com Umlaut + -e
B1,Medien,noun,die,,pl,media/meios de comunicação,"Die Medien berichten über den Unfall.","Os media noticiam o acidente.",Medien,Geralmente só plural; singular: Medium
B1,Nachricht,noun,die,Nachrichten,fem,notícia/mensagem,"Haben Sie die Nachrichten gehört?","Ouviu as notícias?",Medien,Plural com -en; duplo significado
B1,Zeitung,noun,die,Zeitungen,fem,jornal,"Ich lese jeden Morgen die Zeitung.","Leio o jornal todas as manhãs.",Medien,Plural com -en; sufixo -ung feminino
B1,Sendung,noun,die,Sendungen,fem,programa (TV/rádio),"Die Sendung beginnt um 20 Uhr.","O programa começa às 20 horas.",Medien,Sufixo -ung; de senden
B1,Bericht,noun,der,Berichte,masc,relatório/reportagem,"Der Bericht ist sehr detailliert.","O relatório é muito detalhado.",Medien,Plural com -e; de berichten
B1,Bildung,noun,die,,fem,educação/formação,"Bildung ist sehr wichtig.","A educação é muito importante.",Bildung,Sem plural; sufixo -ung feminino
B1,Schüler,noun,der,Schüler,masc,aluno (escola),"Die Schüler lernen fleißig.","Os alunos estudam com afinco.",Bildung,Plural igual; feminino: Schülerin
B1,Student,noun,der,Studenten,masc,estudante (universidade),"Der Student schreibt eine Arbeit.","O estudante escreve um trabalho.",Bildung,Plural com -en; feminino: Studentin
B1,Prüfung,noun,die,Prüfungen,fem,exame/teste,"Ich habe morgen eine Prüfung.","Tenho um exame amanhã.",Bildung,Sufixo -ung; de prüfen
B1,Kenntnisse,noun,die,,pl,conhecimentos/competências,"Ich habe gute Kenntnisse in Deutsch.","Tenho bons conhecimentos de alemão.",Bildung,Quase sempre plural; singular Kenntnis pouco usado
B1,Bürger,noun,der,Bürger,masc,cidadão,"Jeder Bürger hat Rechte und Pflichten.","Todo o cidadão tem direitos e deveres.",Gesellschaft,Plural igual; feminino: Bürgerin
B1,Recht,noun,das,Rechte,neutro,direito (jurídico),"Das ist mein Recht.","Esse é o meu direito.",Gesellschaft,Plural com -e; ≠ recht (correto, adj)
B1,Pflicht,noun,die,Pflichten,fem,dever/obrigação,"Das ist eine wichtige Pflicht.","Este é um dever importante.",Gesellschaft,Plural com -en
B1,Freiheit,noun,die,Freiheiten,fem,liberdade,"Freiheit ist ein Grundrecht.","A liberdade é um direito fundamental.",Gesellschaft,Sufixo -heit sempre feminino
B1,Gleichheit,noun,die,,fem,igualdade,"Gleichheit vor dem Gesetz ist wichtig.","A igualdade perante a lei é importante.",Gesellschaft,Sufixo -heit; sem plural habitual
B1,Kultur,noun,die,Kulturen,fem,cultura,"Die deutsche Kultur ist sehr reich.","A cultura alemã é muito rica.",Kultur,Plural com -en; do latim cultura
B1,Tradition,noun,die,Traditionen,fem,tradição,"Diese Tradition gibt es seit 200 Jahren.","Esta tradição existe há 200 anos.",Kultur,Plural com -en; do latim traditio
B1,Veranstaltung,noun,die,Veranstaltungen,fem,evento/manifestação,"Die Veranstaltung findet draußen statt.","O evento realiza-se ao ar livre.",Kultur,Sufixo -ung; de veranstalten
B1,Ausstellung,noun,die,Ausstellungen,fem,exposição,"Die Ausstellung ist bis Mai geöffnet.","A exposição está aberta até maio.",Kultur,Sufixo -ung; de ausstellen
B1,Ernährung,noun,die,Ernährungen,fem,alimentação,"Eine gesunde Ernährung ist wichtig.","Uma alimentação saudável é importante.",Gesundheit,Sufixo -ung; de ernähren
B1,Bewegung,noun,die,Bewegungen,fem,movimento/exercício,"Sport und Bewegung halten fit.","O desporto e o exercício mantêm a forma.",Gesundheit,Sufixo -ung; de bewegen
B1,Stress,noun,der,,masc,stress,"Zu viel Stress ist ungesund.","Demasiado stress é prejudicial.",Gesundheit,Sem plural habitual; anglicismo
B1,Lebensqualität,noun,die,,fem,qualidade de vida,"Die Lebensqualität in dieser Stadt ist hoch.","A qualidade de vida nesta cidade é alta.",Gesundheit,Composto: Leben + Qualität; sem plural
B1,Versicherung,noun,die,Versicherungen,fem,seguro (financeiro),"Ich habe eine Krankenversicherung.","Tenho um seguro de saúde.",Alltag,Sufixo -ung; de versichern
B1,Wohnsitz,noun,der,Wohnsitze,masc,domicílio/residência,"Mein Wohnsitz ist in München.","O meu domicílio é em Munique.",Alltag,Composto: wohnen + Sitz; formal
B1,Miete,noun,die,Mieten,fem,renda (casa),"Die Miete ist zu hoch.","A renda está demasiado alta.",Alltag,Plural com -n; de mieten
B1,Vertrag,noun,der,Verträge,masc,contrato,"Ich habe den Vertrag unterschrieben.","Assinei o contrato.",Alltag,Plural com Umlaut + -e
B1,Rechnung,noun,die,Rechnungen,fem,conta/fatura,"Die Rechnung ist sehr hoch.","A conta é muito alta.",Alltag,Sufixo -ung; de rechnen
B1,Antrag,noun,der,Anträge,masc,requerimento/candidatura,"Ich stelle einen Antrag.","Apresento um requerimento.",Verwaltung,Plural com Umlaut + -e; fundamental para burocracia alemã
B1,Formular,noun,das,Formulare,neutro,formulário,"Füllen Sie das Formular aus.","Preencha o formulário.",Verwaltung,Plural com -e; essencial para vida quotidiana
B1,Behörde,noun,die,Behörden,fem,repartição pública/autoridade,"Ich muss zur Behörde gehen.","Tenho de ir à repartição.",Verwaltung,Plural com -n
B1,Ausweis,noun,der,Ausweise,masc,documento de identidade,"Zeigen Sie bitte Ihren Ausweis.","Mostre o seu documento, por favor.",Verwaltung,Plural com -e; composto: aus + weisen
B1,Anmeldung,noun,die,Anmeldungen,fem,registo/inscrição,"Die Anmeldung ist pflicht.","O registo é obrigatório.",Verwaltung,Sufixo -ung; crucial em contexto alemão (Einwohnermeldeamt)
B1,überraschend,adj,,,,surpreendente,"Das Ergebnis ist überraschend.","O resultado é surpreendente.",Adj-B1,Particípio presente como adjetivo
B1,bedeutend,adj,,,,significativo/importante,"Das ist ein bedeutendes Ereignis.","É um acontecimento significativo.",Adj-B1,Particípio presente de bedeuten
B1,typisch,adj,,,,típico,"Das ist typisch deutsch.","Isso é tipicamente alemão.",Adj-B1,Comparativo: typischer
B1,öffentlich,adj,,,,público,"Das ist ein öffentliches Gebäude.","É um edifício público.",Adj-B1,Oposto: privat
B1,beruflich,adj,,,,profissional,"Ich reise beruflich.","Viajo a trabalho.",Adj-B1,De Beruf; usado também como advérbio
B1,persönlich,adj,,,,pessoal,"Das ist eine persönliche Angelegenheit.","Isso é um assunto pessoal.",Adj-B1,Comparativo: persönlicher
B1,zuverlässig,adj,,,,fiável/de confiança,"Er ist sehr zuverlässig.","Ele é muito de confiança.",Adj-B1,De verlassen; comparativo: zuverlässiger
B1,neugierig,adj,,,,curioso,"Das Kind ist sehr neugierig.","A criança é muito curiosa.",Adj-B1,Comparativo: neugieriger
B1,selbstständig,adj,,,,independente/autónomo,"Sie arbeitet selbstständig.","Ela trabalha de forma independente.",Adj-B1,Variante: selbständig
B1,kostenlos,adj,,,,gratuito (contexto formal),"Der Service ist kostenlos.","O serviço é gratuito.",Adj-B1,Já em A2 mas comum em B1 em contextos formais
B1,Übrigens,adv,,,,"aliás / a propósito","Übrigens, hast du das gehört?","A propósito, ouviste isso?",Alltag,Marcador de discurso frequente
B1,obwohl,conj,,,,embora/apesar de,"Ich gehe spazieren, obwohl es regnet.","Vou passear, embora chova.",Grammatik,Conjunção subordinativa → verbo no fim
B1,deshalb,adv,,,,"por isso / portanto","Ich bin müde, deshalb schlafe ich früh.","Estou cansado, por isso vou dormir cedo.",Grammatik,Advérbio causal; posição 1 → inversão
B1,trotzdem,adv,,,,"mesmo assim / apesar disso","Es regnet, trotzdem gehe ich raus.","Chove, mesmo assim saio.",Grammatik,Advérbio concessivo
B1,außerdem,adv,,,,"além disso / também","Ich bin müde und außerdem krank.","Estou cansado e além disso doente.",Grammatik,Conector aditivo frequente em B1
B2,Bevölkerung,noun,die,Bevölkerungen,fem,população,"Die Bevölkerung des Landes wächst langsam.","A população do país cresce lentamente.",Gesellschaft,Formal; alternativa: Einwohner (coloquial)
B2,Wirtschaft,noun,die,Wirtschaften,fem,economia/negócio,"Die Wirtschaft wächst langsam.","A economia cresce lentamente.",Wirtschaft,Sufixo -schaft feminino; múltiplos sentidos
B2,Entwicklung,noun,die,Entwicklungen,fem,desenvolvimento,"Die wirtschaftliche Entwicklung ist positiv.","O desenvolvimento económico é positivo.",Wirtschaft,Sufixo -ung; de entwickeln
B2,Wachstum,noun,das,,neutro,crescimento,"Das Wachstum der Wirtschaft verlangsamt sich.","O crescimento da economia está a abrandar.",Wirtschaft,Sem plural; de wachsen
B2,Krise,noun,die,Krisen,fem,crise,"Die Finanzkrise hatte globale Auswirkungen.","A crise financeira teve efeitos globais.",Wirtschaft,Plural com -n; do grego krisis
B2,Haushalt,noun,der,Haushalte,masc,orçamento/economia doméstica,"Der Staatshaushalt ist ausgeglichen.","O orçamento do Estado está equilibrado.",Wirtschaft,Composto: Haus + halten; plural com -e
B2,Investition,noun,die,Investitionen,fem,investimento,"Die Investition in Bildung ist wichtig.","O investimento na educação é importante.",Wirtschaft,Plural com -en; do latim
B2,Globalisierung,noun,die,,fem,globalização,"Die Globalisierung hat Vor- und Nachteile.","A globalização tem vantagens e desvantagens.",Wirtschaft,Sem plural; sufixo -ung
B2,Fortschritt,noun,der,Fortschritte,masc,progresso,"Der wissenschaftliche Fortschritt ist beeindruckend.","O progresso científico é impressionante.",Wissenschaft,Plural com -e; composto: fort + schreiten
B2,Forschung,noun,die,Forschungen,fem,investigação/pesquisa,"Die Forschung braucht mehr Förderung.","A investigação precisa de mais financiamento.",Wissenschaft,Sufixo -ung; de forschen
B2,Technologie,noun,die,Technologien,fem,tecnologia,"Neue Technologien verändern die Welt.","As novas tecnologias mudam o mundo.",Technologie,Plural com -n; do grego
B2,Digitalisierung,noun,die,,fem,digitalização,"Die Digitalisierung verändert den Arbeitsmarkt.","A digitalização está a mudar o mercado de trabalho.",Technologie,Sem plural; palavra-chave contemporânea
B2,Künstliche Intelligenz,noun,die,,fem,inteligência artificial,"Künstliche Intelligenz ist ein wichtiges Thema.","A inteligência artificial é um tema importante.",Technologie,Abreviatura: KI; sem plural
B2,Datenschutz,noun,der,,masc,proteção de dados,"Datenschutz ist in Deutschland sehr wichtig.","A proteção de dados é muito importante na Alemanha.",Technologie,Sem plural; composto: Daten + Schutz
B2,Infrastruktur,noun,die,Infrastrukturen,fem,infraestrutura,"Die Infrastruktur muss modernisiert werden.","A infraestrutura precisa de ser modernizada.",Wirtschaft,Plural com -en; do latim
B2,Demokratie,noun,die,Demokratien,fem,democracia,"Die Demokratie muss geschützt werden.","A democracia tem de ser protegida.",Politik,Plural com -n; do grego
B2,Regierung,noun,die,Regierungen,fem,governo,"Die Regierung hat neue Maßnahmen angekündigt.","O governo anunciou novas medidas.",Politik,Sufixo -ung; de regieren
B2,Opposition,noun,die,Oppositionen,fem,oposição,"Die Opposition kritisiert die Regierung.","A oposição critica o governo.",Politik,Plural com -en; do latim
B2,Gesetz,noun,das,Gesetze,neutro,lei,"Das Gesetz tritt nächsten Monat in Kraft.","A lei entra em vigor no mês que vem.",Politik,Plural com -e
B2,Reform,noun,die,Reformen,fem,reforma (política/social),"Die Rentenreform ist umstritten.","A reforma das pensões é controversa.",Politik,Plural com -en; do latim
B2,Maßnahme,noun,die,Maßnahmen,fem,medida,"Welche Maßnahmen sind geplant?","Que medidas estão planeadas?",Politik,Plural com -n; composto: Maß + nehmen
B2,Auswirkung,noun,die,Auswirkungen,fem,consequência/impacto,"Die Auswirkungen sind noch nicht bekannt.","As consequências ainda não são conhecidas.",Alltag,Sufixo -ung; plural quase sempre usado
B2,Voraussetzung,noun,die,Voraussetzungen,fem,requisito/pressuposto,"Das ist eine wichtige Voraussetzung.","Este é um requisito importante.",Alltag,Sufixo -ung; composto: voraus + setzen
B2,Ausnahme,noun,die,Ausnahmen,fem,exceção,"Das ist eine Ausnahme.","Esta é uma exceção.",Alltag,Plural com -n; composto: aus + nehmen
B2,Beziehung,noun,die,Beziehungen,fem,relação/relacionamento,"Die Beziehung zwischen den Ländern ist gut.","A relação entre os países é boa.",Gesellschaft,Sufixo -ung; de beziehen
B2,Konflikt,noun,der,Konflikte,masc,conflito,"Der Konflikt zwischen beiden Seiten wächst.","O conflito entre as duas partes cresce.",Gesellschaft,Plural com -e; do latim
B2,Integration,noun,die,Integrationen,fem,integração,"Die Integration von Migranten ist eine Herausforderung.","A integração de migrantes é um desafio.",Gesellschaft,Plural com -en
B2,Herausforderung,noun,die,Herausforderungen,fem,desafio,"Das ist eine große Herausforderung.","Este é um grande desafio.",Gesellschaft,Sufixo -ung; muito frequente em B2
B2,Stellungnahme,noun,die,Stellungnahmen,fem,declaração/posição,"Die Regierung hat eine Stellungnahme abgegeben.","O governo emitiu uma declaração.",Kommunikation,Composto longo; formal
B2,Argumentation,noun,die,Argumentationen,fem,argumentação,"Die Argumentation ist nicht überzeugend.","A argumentação não é convincente.",Kommunikation,Plural com -en; académico
B2,These,noun,die,Thesen,fem,tese/afirmação,"Die These ist gut begründet.","A tese está bem fundamentada.",Kommunikation,Plural com -n; do grego
B2,Schlussfolgerung,noun,die,Schlussfolgerungen,fem,conclusão,"Die Schlussfolgerung ist logisch.","A conclusão é lógica.",Kommunikation,Composto: Schluss + Folge + -ung
B2,Konsequenz,noun,die,Konsequenzen,fem,consequência,"Das hat ernste Konsequenzen.","Isso tem consequências graves.",Kommunikation,Plural com -en; do latim
B2,nachhaltig,adj,,,,sustentável/duradouro,"Wir brauchen eine nachhaltige Lösung.","Precisamos de uma solução sustentável.",Adj-B2,Comparativo: nachhaltiger; palavra-chave ambiental e política
B2,umstritten,adj,,,,controverso/disputado,"Das Thema ist sehr umstritten.","O tema é muito controverso.",Adj-B2,Não tem grau comparativo habitual
B2,wettbewerbsfähig,adj,,,,competitivo,"Das Unternehmen muss wettbewerbsfähig bleiben.","A empresa tem de manter-se competitiva.",Adj-B2,Composto complexo; frequente em contextos económicos
B2,ausgeprägt,adj,,,,acentuado/marcado,"Er hat einen ausgeprägten Sinn für Humor.","Ele tem um sentido de humor muito marcado.",Adj-B2,Particípio de ausprägen; formal
B2,erheblich,adj,,,,considerável/substancial,"Das ist ein erheblicher Unterschied.","Esta é uma diferença considerável.",Adj-B2,Comparativo: erheblicher; formal
B2,grundlegend,adj,,,,fundamental/essencial,"Das ist eine grundlegende Änderung.","Esta é uma mudança fundamental.",Adj-B2,Composto: Grund + legend
B2,dennoch,adv,,,,"contudo / todavia","Es ist teuer, dennoch kaufe ich es.","É caro; contudo compro-o.",Grammatik,Conector adversativo; posição 1 → inversão
B2,infolgedessen,adv,,,,"consequentemente / por isso","Die Preise steigen, infolgedessen sparen wir mehr.","Os preços sobem; consequentemente poupamos mais.",Grammatik,Formal; sinónimo: daher / deswegen
B2,hingegen,adv,,,,"pelo contrário / por outro lado","Er ist optimistisch, sie hingegen ist pessimistisch.","Ele é otimista; ela, pelo contrário, é pessimista.",Grammatik,Conector de contraste formal
B2,sowohl...als auch,conj,,,,"tanto...como","Sowohl Erfahrung als auch Bildung sind wichtig.","Tanto a experiência como a formação são importantes.",Grammatik,Correlativa de adição; formal
C1,Auseinandersetzung,noun,die,Auseinandersetzungen,fem,"confronto / debate / conflito","Die politische Auseinandersetzung dauerte Stunden.","O debate político durou horas.",Gesellschaft/Politik,Composto longo; jornalístico e académico
C1,Kompromiss,noun,der,Kompromisse,masc,compromisso (acordo),"Wir müssen einen Kompromiss finden.","Temos de encontrar um compromisso.",Politik,Plural com -e; do latim compromissum
C1,Legitimität,noun,die,,fem,legitimidade,"Die Legitimität der Regierung wird angezweifelt.","A legitimidade do governo é questionada.",Politik,Sem plural; sufixo -ität feminino; do latim
C1,Transparenz,noun,die,,fem,transparência,"Transparenz ist für die Demokratie unerlässlich.","A transparência é indispensável para a democracia.",Politik,Sem plural; sufixo -enz feminino
C1,Rechenschaft,noun,die,,fem,responsabilização/prestação de contas,"Politiker müssen Rechenschaft ablegen.","Os políticos têm de prestar contas.",Politik,Sem plural; composto: rechnen + Schaft
C1,Subsidiarität,noun,die,,fem,subsidiariedade,"Das Prinzip der Subsidiarität gilt in der EU.","O princípio da subsidiariedade aplica-se na UE.",Politik,Sem plural; termo técnico europeu
C1,Paradigma,noun,das,Paradigmen,neutro,paradigma,"Ein neues Paradigma setzt sich durch.","Um novo paradigma impõe-se.",Wissenschaft,Plural com -en; do grego; registo académico
C1,Hypothese,noun,die,Hypothesen,fem,hipótese,"Diese Hypothese muss überprüft werden.","Esta hipótese tem de ser verificada.",Wissenschaft,Plural com -n; do grego
C1,Methodik,noun,die,,fem,metodologia,"Die Methodik der Studie ist fragwürdig.","A metodologia do estudo é questionável.",Wissenschaft,Sem plural; de Methode + -ik
C1,Erkenntnis,noun,die,Erkenntnisse,fem,conhecimento/descoberta,"Diese Erkenntnis ist bahnbrechend.","Esta descoberta é revolucionária.",Wissenschaft,Plural com -se; de erkennen
C1,Diskurs,noun,der,Diskurse,masc,discurso (académico),"Der öffentliche Diskurs ist wichtig.","O discurso público é importante.",Kommunikation,Plural com -e; do latim
C1,Rhetorik,noun,die,,fem,retórica,"Seine Rhetorik ist sehr überzeugend.","A sua retórica é muito convincente.",Kommunikation,Sem plural; do grego rhetorike
C1,Konnotation,noun,die,Konnotationen,fem,conotação,"Das Wort hat eine negative Konnotation.","A palavra tem uma conotação negativa.",Sprache,Plural com -en; linguística
C1,Ambivalenz,noun,die,Ambivalenzen,fem,ambivalência,"Seine Ambivalenz gegenüber dem Thema ist bekannt.","A sua ambivalência em relação ao tema é conhecida.",Psychologie,Plural com -en; do latim
C1,Ideologie,noun,die,Ideologien,fem,ideologia,"Diese Ideologie hat Millionen beeinflusst.","Esta ideologia influenciou milhões.",Politik,Plural com -n; do grego
C1,Konsens,noun,der,Konsensse,masc,consenso,"Wir müssen einen Konsens erzielen.","Temos de alcançar um consenso.",Gesellschaft,Plural com -e; do latim
C1,Kontroverse,noun,die,Kontroversen,fem,controvérsia,"Die Kontroverse um das Gesetz dauert an.","A controvérsia em torno da lei continua.",Kommunikation,Plural com -n; do latim
C1,Prämisse,noun,die,Prämissen,fem,premissa,"Die Prämisse des Arguments ist falsch.","A premissa do argumento está errada.",Wissenschaft,Plural com -n; do latim; lógica/filosofia
C1,Evidenz,noun,die,Evidenzen,fem,evidência/prova,"Die wissenschaftliche Evidenz ist eindeutig.","A evidência científica é inequívoca.",Wissenschaft,Plural com -en; ≠ PT evidente (=óbvio em pt)
C1,Abstrakta,noun,die,,pl,substantivos abstratos,"Abstrakta sind oft schwer zu übersetzen.","Os substantivos abstratos são muitas vezes difíceis de traduzir.",Sprache,Termo linguístico; plural
C1,Nuance,noun,die,Nuancen,fem,nuance/matiz,"Diese Nuance ist wichtig für das Verständnis.","Esta nuance é importante para a compreensão.",Sprache,Plural com -n; do francês
C1,Syntax,noun,die,,fem,sintaxe,"Die Syntax dieser Sprache ist komplex.","A sintaxe desta língua é complexa.",Sprache,Sem plural; do grego
C1,Semantik,noun,die,,fem,semântica,"Die Semantik untersucht die Bedeutung.","A semântica estuda o significado.",Sprache,Sem plural; do grego
C1,Kohärenz,noun,die,,fem,coerência,"Die Kohärenz des Textes ist mangelhaft.","A coerência do texto é deficiente.",Sprache,Sem plural; sufixo -enz
C1,Implikation,noun,die,Implikationen,fem,implicação,"Was sind die Implikationen dieser Entscheidung?","Quais são as implicações desta decisão?",Wissenschaft,Plural com -en; do latim
C1,Verfassung,noun,die,Verfassungen,fem,constituição,"Die Verfassung schützt die Grundrechte.","A constituição protege os direitos fundamentais.",Politik,Plural com -en; de verfassen
C1,Souveränität,noun,die,,fem,soberania,"Die Souveränität des Staates ist unantastbar.","A soberania do Estado é inviolável.",Politik,Sem plural; sufixo -ität
C1,Verhältnismäßigkeit,noun,die,,fem,proporcionalidade,"Das Prinzip der Verhältnismäßigkeit ist zentral.","O princípio da proporcionalidade é central.",Rechtswesen,Sem plural; composto longo; jurídico
C1,Widerspruch,noun,der,Widersprüche,masc,contradição/objeção,"Das ist ein offensichtlicher Widerspruch.","Esta é uma contradição óbvia.",Kommunikation,Plural com Umlaut + -e
C1,unerlässlich,adj,,,,indispensável/imprescindível,"Das ist eine unerlässliche Bedingung.","Esta é uma condição indispensável.",Adj-C1,Comparativo incomum; formal
C1,schlüssig,adj,,,,coerente/conclusivo,"Das Argument ist nicht schlüssig.","O argumento não é coerente.",Adj-C1,De Schluss; comparativo: schlüssiger
C1,widersprüchlich,adj,,,,contraditório,"Die Aussagen sind widersprüchlich.","As declarações são contraditórias.",Adj-C1,De Widerspruch; comparativo: widersprüchlicher
C1,maßgeblich,adj,,,,determinante/relevante,"Dieser Faktor ist maßgeblich.","Este fator é determinante.",Adj-C1,Formal; de Maßgabe
C1,weitreichend,adj,,,,de longo alcance/de grande impacto,"Das hat weitreichende Folgen.","Isso tem consequências de grande alcance.",Adj-C1,Composto: weit + reichen
C1,tiefgreifend,adj,,,,profundo/radical (mudança),"Das ist eine tiefgreifende Veränderung.","Esta é uma mudança profunda.",Adj-C1,Composto: tief + greifen; para transformações estruturais
C2,Ambiguität,noun,die,Ambiguitäten,fem,ambiguidade,"Die Ambiguität des Textes ist beabsichtigt.","A ambiguidade do texto é intencional.",Sprache/Literatur,Do latim ambiguitas; raro em língua oral
C2,Epistemologie,noun,die,,fem,epistemologia,"Die Epistemologie untersucht die Grenzen des Wissens.","A epistemologia estuda os limites do conhecimento.",Philosophie,Sem plural; do grego; académico
C2,Ontologie,noun,die,,fem,ontologia,"Die Ontologie fragt nach dem Wesen des Seins.","A ontologia questiona a natureza do ser.",Philosophie,Sem plural; do grego
C2,Hermeneutik,noun,die,,fem,hermenêutica,"Die Hermeneutik ist die Kunst der Textauslegung.","A hermenêutica é a arte da interpretação de textos.",Wissenschaft,Sem plural; do grego; filologia e filosofia
C2,Dialektik,noun,die,,fem,dialética,"Die Dialektik von These und Antithese.","A dialética de tese e antítese.",Philosophie,Sem plural; do grego; Hegel
C2,Konstitution,noun,die,Konstitutionen,fem,constituição (filosófica)/estrutura,"Die Konstitution des Subjekts ist komplex.","A constituição do sujeito é complexa.",Philosophie,Plural com -en; filosófico ≠ Verfassung (jurídico)
C2,Aporetik,noun,die,,fem,aporética,"Die Aporetik des Problems ist offensichtlich.","A aporética do problema é evidente.",Philosophie,Sem plural; muito especializado
C2,Deduktion,noun,die,Deduktionen,fem,dedução,"Durch Deduktion gelangt man zur Schlussfolgerung.","Através da dedução chega-se à conclusão.",Wissenschaft,Plural com -en; lógica formal
C2,Induktion,noun,die,Induktionen,fem,indução,"Die Induktion schließt vom Besonderen auf das Allgemeine.","A indução vai do particular para o geral.",Wissenschaft,Plural com -en; lógica formal
C2,Axiom,noun,das,Axiome,neutro,axioma,"Dieses Axiom ist nicht beweisbar.","Este axioma não é demonstrável.",Wissenschaft,Plural com -e; do grego; matemática e filosofia
C2,Phänomenologie,noun,die,,fem,fenomenologia,"Die Phänomenologie untersucht das Erleben.","A fenomenologia estuda a experiência vivida.",Philosophie,Sem plural; Husserl; muito especializado
C2,Determinismus,noun,der,,masc,determinismo,"Der Determinismus leugnet den freien Willen.","O determinismo nega o livre arbítrio.",Philosophie,Sem plural; sufixo -ismus masculino
C2,Kontingenz,noun,die,,fem,contingência,"Kontingenz bedeutet: es hätte auch anders sein können.","Contingência significa que poderia ter sido de outra forma.",Philosophie,Sem plural; do latim contingentia
C2,Transzendenz,noun,die,,fem,transcendência,"Transzendenz bezieht sich auf das Übernatürliche.","A transcendência refere-se ao sobrenatural.",Philosophie,Sem plural; sufixo -enz feminino
C2,Intersubjektivität,noun,die,,fem,intersubjetividade,"Intersubjektivität ist Grundlage sozialer Erkenntnis.","A intersubjetividade é base do conhecimento social.",Philosophie,Sem plural; composto técnico
C2,nuanciert,adj,,,,nuançado/matizado,"Seine Analyse ist sehr nuanciert.","A sua análise é muito nuançada.",Adj-C2,Particípio de nuancieren; C2 pela precisão conceptual
C2,vielschichtig,adj,,,,multifacetado/complexo,"Das Problem ist vielschichtig.","O problema é multifacetado.",Adj-C2,Composto: viel + Schicht + -ig
C2,stringent,adj,,,,rigoroso/estrito (argumento),"Die Argumentation muss stringent sein.","A argumentação tem de ser rigorosa.",Adj-C2,Do latim stringens; académico
C2,prägnant,adj,,,,preciso/conciso/marcante,"Formulieren Sie es prägnant!","Formule-o de forma precisa!",Adj-C2,Do latim praegnans; estilo académico e literário
