level,lemma,pos,translation_pt,example_de,example_pt,topic,difficulty_note,separavel,irregular
C1,konkretisieren,verb,concretizar/tornar concreto,"Können Sie Ihre Idee konkretisieren?","Pode concretizar a sua ideia?",Wissenschaft,Regular; de konkret + -isieren,false,false
C1,präzisieren,verb,precisar/especificar,"Lassen Sie mich das präzisieren.","Deixe-me especificar isso.",Wissenschaft,Regular; de präzis + -ieren,false,false
C1,differenzieren,verb,diferenciar/matizar,"Man muss hier stärker differenzieren.","Temos de diferenciar mais aqui.",Wissenschaft,Regular; sich differenzieren = diferenciar-se,false,false
C1,elaborieren,verb,elaborar/desenvolver (argumento),"Können Sie das weiter elaborieren?","Pode desenvolver mais isso?",Wissenschaft,Regular; menos frequente que ausführen,false,false
C1,zuschreiben,verb,atribuir/imputar,"Man schreibt ihm großen Einfluss zu.","Atribui-se-lhe grande influência.",Wissenschaft,Separável: zu + schreiben; irregular (schreiben); + Dativ + Akkusativ,true,true
C1,widerlegen,verb,refutar,"Diese Studie widerlegt die These.","Este estudo refuta a tese.",Wissenschaft,Inseparável: wider-; regular; Widerlegung = refutação,false,false
C1,voraussetzen,verb,pressupor/requerer,"Das setzt gute Deutschkenntnisse voraus.","Isso pressupõe bons conhecimentos de alemão.",Wissenschaft,Separável: voraus + setzen; regular; Voraussetzung = pressuposto,true,false
C1,nachvollziehen,verb,compreender (raciocínio)/seguir,"Ich kann Ihre Argumentation nachvollziehen.","Consigo seguir a sua argumentação.",Kommunikation,Separável: nach + vollziehen; irregular: zog nach/nachvollzogen,true,true
C1,veranschaulichen,verb,ilustrar/exemplificar,"Das veranschaulicht das Problem gut.","Isto ilustra bem o problema.",Kommunikation,Inseparável: ver-; regular; Anschauung = intuição,false,false
C1,verdeutlichen,verb,clarificar/esclarecer,"Lassen Sie mich das verdeutlichen.","Deixe-me clarificar isso.",Kommunikation,Inseparável: ver-; regular,false,false
C1,implizieren,verb,implicar/pressupor,"Diese Aussage impliziert einen Widerspruch.","Esta afirmação implica uma contradição.",Kommunikation,Regular; de latim implicare,false,false
C1,rechtfertigen,verb,justificar,"Das rechtfertigt keine Ausnahme.","Isso não justifica qualquer exceção.",Kommunikation,Inseparável: recht-; regular; Rechtfertigung = justificação,false,false
C1,infragestellen,verb,questionar/pôr em causa,"Diese Ergebnisse stellen die Theorie infrage.","Estes resultados questionam a teoria.",Wissenschaft,Separável: in + Frage + stellen; geralmente grafado junto: infrage stellen,true,false
C1,aufwerfen,verb,levantar (questão),"Der Autor wirft interessante Fragen auf.","O autor levanta questões interessantes.",Kommunikation,Separável: auf + werfen; irregular (werfen): warf auf/aufgeworfen,true,true
C1,zurückgreifen,verb,recorrer a/basear-se em,"Wir greifen auf bewährte Methoden zurück.","Recorremos a métodos comprovados.",Wissenschaft,Separável: zurück + greifen; irregular: griff zurück/zurückgegriffen + auf + Akk,true,true
C1,heranziehen,verb,citar/recorrer a (referência),"Diese Daten wurden als Belege herangezogen.","Estes dados foram utilizados como provas.",Wissenschaft,Separável: heran + ziehen; irregular (ziehen),true,true
C1,abwägen,verb,ponderar/sopesar,"Man muss Vor- und Nachteile abwägen.","Há que ponderar as vantagens e desvantagens.",Denken,Separável: ab + wägen; regular; Abwägung = ponderação,true,false
C1,berücksichtigen,verb,ter em conta (formal C1),"Alle Faktoren wurden berücksichtigt.","Todos os fatores foram tidos em conta.",Alltag,Inseparável: be-; regular; nível B2-C1 de formalidade,false,false
C1,manifestieren,verb,manifestar(-se),"Die Krise manifestiert sich in steigenden Preisen.","A crise manifesta-se em preços crescentes.",Gesellschaft,Regular; reflexivo: sich manifestieren in + Dativ,false,false
C1,determinieren,verb,determinar/condicionar,"Soziale Faktoren determinieren oft den Erfolg.","Fatores sociais determinam frequentemente o sucesso.",Wissenschaft,Regular; mais formal que bestimmen,false,false
C1,konstituieren,verb,constituir/formar,"Sprache konstituiert soziale Wirklichkeit.","A linguagem constitui a realidade social.",Philosophie,Regular; de latim constituere; akademisch,false,false
C1,transzendieren,verb,transcender/ir além de,"Das transzendiert meine Kompetenz.","Isso transcende a minha competência.",Philosophie,Regular; de latim transcendere; raro,false,false
C1,kontextualisieren,verb,contextualizar,"Man muss diese Aussage kontextualisieren.","Há que contextualizar esta afirmação.",Wissenschaft,Regular; frequente em análise de texto C1/C2,false,false
C1,systematisieren,verb,sistematizar,"Wir müssen die Ergebnisse systematisieren.","Temos de sistematizar os resultados.",Wissenschaft,Regular,false,false
C2,dekonstruieren,verb,desconstruir,"Derrida dekonstruiert westliche Metaphysik.","Derrida desconstói a metafísica ocidental.",Philosophie,Regular; de Derrida; pós-estruturalismo,false,false
C2,problematisieren,verb,problematizar,"Der Autor problematisiert diesen Begriff.","O autor problematiza este conceito.",Wissenschaft,Regular; muito académico,false,false
C2,operationalisieren,verb,operacionalizar,"Wie lässt sich das operationalisieren?","Como se pode operacionalizar isto?",Wissenschaft,Regular; metodologia de investigação,false,false
C2,subsumieren,verb,subsumir/incluir sob,"Diese Fälle lassen sich unter den Begriff subsumieren.","Estes casos podem ser subsumidos sob o conceito.",Rechtswesen,Regular; jurídico e filosófico; de latim sub + sumere,false,false
C2,explizieren,verb,explicitar/tornar explícito,"Lassen Sie mich das explizieren.","Deixe-me explicitar isso.",Wissenschaft,Regular; de latim explicare; mais formal que erklären,false,false
C2,paraphrasieren,verb,parafrasear,"Können Sie das paraphrasieren?","Pode parafrasear isso?",Sprache,Regular; de grego paraphrazein,false,false
C2,disambiguieren,verb,desambiguar,"Es ist wichtig, diesen Begriff zu disambiguieren.","É importante desambiguar este conceito.",Sprache,Regular; linguística; de latim + -ieren,false,false
C2,abstrahieren,verb,abstrair,"Man muss von Einzelfällen abstrahieren können.","É preciso saber abstrair de casos concretos.",Wissenschaft,Regular; de latim abstrahere,false,false
C2,rekonstruieren,verb,reconstruir (raciocínio/histórico),"Wir versuchen, den Argumentationsweg zu rekonstruieren.","Tentamos reconstruir o raciocínio.",Wissenschaft,Regular; inseparável: re-; académico,false,false
C2,synthetisieren,verb,sintetizar,"Der Autor synthetisiert verschiedene Theorien.","O autor sintetiza diversas teorias.",Wissenschaft,Regular; de grego synthesizein; C2 pelo uso académico,false,false
C2,antizipieren,verb,antecipar,"Diese Entwicklung war schwer zu antizipieren.","Era difícil antecipar este desenvolvimento.",Wissenschaft,Regular; de latim anticipare; mais formal que voraussehen,false,false
C2,konnotieren,verb,conotar,"Das Wort konnotiert etwas Negatives.","A palavra conota algo negativo.",Sprache,Regular; de latim connotare; linguística,false,false
C2,repräsentieren,verb,representar (semioticamente),"Dieses Symbol repräsentiert Freiheit.","Este símbolo representa a liberdade.",Sprache/Philosophie,Regular; de latim repraesentare,false,false
C2,legitimieren,verb,legitimar,"Wie lässt sich diese Entscheidung legitimieren?","Como se pode legitimar esta decisão?",Politik,Regular; de latim legitimare,false,false
C2,perpetuieren,verb,perpetuar,"Diese Strukturen perpetuieren Ungleichheit.","Estas estruturas perpetuam a desigualdade.",Gesellschaft,Regular; de latim perpetuare; raro mas preciso,false,false
C2,relativieren,verb,relativizar,"Man sollte diese Zahlen relativieren.","Devemos relativizar estes números.",Wissenschaft,Regular; muito útil em debates académicos,false,false
C2,nuancieren,verb,nuançar/matizar,"Lassen Sie mich das nuancieren.","Deixe-me nuançar isso.",Kommunikation,Regular; de francês nuancer; C2 pelo grau de precisão,false,false
C2,expandieren,verb,expandir,"Das Unternehmen expandiert in neue Märkte.","A empresa expande-se para novos mercados.",Wirtschaft,Regular; de latim expandere,false,false
C2,konvergieren,verb,convergir,"Die beiden Theorien konvergieren in diesem Punkt.","As duas teorias convergem neste ponto.",Wissenschaft,Regular; de latim convergere,false,false
C2,divergieren,verb,divergir,"Unsere Meinungen divergieren stark.","As nossas opiniões divergem bastante.",Wissenschaft,Regular; de latim divergere,false,false
C2,perpetuieren,verb,perpetuar (estrutural),"Diese Normen perpetuieren soziale Ungleichheit.","Estas normas perpetuam a desigualdade social.",Gesellschaft,Regular; de latim perpetuare; académico C2,false,false
